,PCA1,PCA2,PCA3,PCA4
0,-2.0360715659149644,-1.808759238407195,-0.4116106191799064,0.8228248314513389
1,-0.13673064380881828,2.374659472937653,3.5481908998027576,1.231072106980481
2,-0.34253320705289414,-0.5978199871373319,-2.4409369003801076,-1.2942013846756975
3,-1.0208201666260828,-1.8027566790898175,-2.833447675707561,2.735495749731021
4,-1.2762793036363829,-0.6628710868920725,-1.7045083309165099,1.5289296747941115
5,-1.2142255151760653,-2.624393744867721,-2.2506235911424284,2.6878698862311885
6,-1.2751739130633968,-1.811754494018992,-2.528907810152722,0.7555886024881567
7,-1.6628033045999457,1.4610871921137674,-1.145180590283189,0.03185388456457634
8,-1.0279990698526558,11.386723233083291,6.085764772225974,0.4109367193338703
9,-3.580902189870489,-1.2943298994739136,-2.108670106690407,5.566360726184153
10,0.09965866855971542,3.51784631671597,2.7527874775915886,2.345576367523198
11,-0.8689607875686824,2.109656541798224,-1.8935228355884028,-2.8653896851020417
12,0.26594208584668017,4.265807240750006,0.06505058503192213,-2.1342993571844007
13,-2.6337501429108805,-1.9763524260946062,2.458336919269137,-0.09178508600193577
14,-2.483272830455857,-1.8282422504192717,1.692008897781055,-0.2663394165385333
15,-3.51426537477076,-1.8007497516073034,-2.2204464437165323,5.344125389861411
16,22.48000979588604,-1.4726229451393755,6.040751083265462,2.9424099287366072
17,10.075921753683412,0.06583349570067284,-0.5498401124836129,-4.884743606854257
18,-1.510665266445337,-1.8865853528664644,-2.141556369148673,1.776513313968256
19,-0.998490841557195,-0.5464306989856187,-3.32287300100028,-1.6739940459206717
20,1.1766654606937526,1.8805816940592273,-1.9424936294757846,-3.2860398041556884
21,-1.4813342838614183,3.72421042718654,-2.4259129459212394,-5.331513371331994
22,-0.4196273162427863,4.281671537456331,-1.4979126695542173,-3.978583763207929
23,-1.965588162797326,-1.4590078170855088,-1.547462305323945,4.690192690192468
24,0.7271959747276122,-1.9631425981092967,-0.9897375620907151,2.427457120520962
25,-1.1997315151830839,0.2895554576229589,-2.834545667945579,-1.7085375512765393
26,-2.0452510944350712,1.0609054397793716,-5.4049757455435,9.754730547054017
27,-1.5794192441421728,2.2273869730732714,-1.8530329349989003,-3.892787511379195
28,-1.610945194780648,0.963743000450048,-2.697354052492796,-2.77677762425181
29,-1.5554260623588396,2.9030287943324224,-2.5804860971010255,-4.236127984462157
30,-1.1058437667515126,1.0922149512631545,-2.155224767774249,-2.3695426512729654
31,2.441385618728885,5.702047016331897,-0.24487978581838887,-3.4510728697375996
32,-1.601303029472832,-1.5557942314821807,-1.8598116107344882,1.2803450114543675
33,-0.7215151710033446,-0.9342078504255754,-1.7259341447815084,1.0720379621411642
34,-0.12997310469154333,-2.3297487439551574,-1.8148090448652325,1.5432884483649687
35,-0.41722401531379655,2.544523458516537,-2.1045134782610995,-3.528823826442938
36,3.573900143373817,6.258317421438768,2.9991956080561226,-0.375960096398088
37,-1.9232084139074042,-2.305799589326739,-1.0979576310520216,1.8622335167911472
38,11.886492145962464,-4.661145148683825,1.0594772446442817,1.625579528541201
39,3.71840279183997,10.187270166599221,6.090680735462668,0.7364039703129684
40,12.633199898593332,-4.715700432827733,1.2137700566784817,1.8706717902399144
41,-1.2249420338615764,-1.42794031674663,-1.4015231235172585,2.18798713260075
42,2.0433188181417465,9.540984853710741,4.849893655157947,0.6525354584727528
43,-0.8510850614292413,-1.914473397397472,-2.4662987351608225,0.6824753583965733
44,-1.5754532452205843,6.399673561536452,-2.0771158090525357,-6.590529342597185
45,-1.2539935201743888,-1.1654024911838496,-2.1859330999792963,0.47636326238466525
46,-1.306679829843844,-1.578272369054575,-2.5134152570693167,0.9314562614773381
47,-1.5702109302385858,-0.7697564234341913,-0.6069688126911347,4.0084621902453925
48,-1.452265954905822,-0.6021606646761429,-1.8579211610000874,-0.24230440750962154
49,-0.23930589417247342,6.6491218898755085,-0.5195545906632236,-4.949233221669199
50,-0.7458660195965283,4.095511981750398,-1.284349076311269,-4.164500036672891
51,-0.9175923918006521,4.632893636938819,-0.07643286425353535,-3.993375365359901
52,-1.2316961417535979,6.029752170116282,-2.382223571185141,-6.498941088315548
53,-1.1308580204950218,-1.1326087009083352,-1.1098365204434624,1.0527068627543348
54,-2.091738548758347,-2.732129516442074,0.13615454520223513,0.10171916905992426
55,-2.6117563365574785,-1.6899804502529905,-1.9013475828863768,2.3663581279514867
56,-1.4049077339007559,0.16980562069879446,-1.7429087607711236,-0.39414588334807255
57,0.3951343802169728,3.2697743076490635,-1.004277043312103,-2.086483797222916
58,0.48947461935380443,1.0611969010058042,-1.0444898177543465,-2.1518053009635336
59,8.847097796456818,0.6149161967765924,1.956575626284996,1.1324448077786418
60,-1.078649228009358,-1.447060240269919,-1.8958534735911403,0.22690420296604874
61,-0.9281665380204721,-1.492141086875368,-2.3265677860425082,2.7213182057454586
62,-1.4479506515579132,-1.3535004423242842,-1.4676328287053382,1.9378282912529514
63,0.022070572170999305,-0.5908499649335652,-2.0315560246522986,-0.26331522967851756
64,-1.4514591555625067,-1.2904758867202741,-2.737383675230003,0.8537113896422148
65,-2.9504723404786826,-3.428659937107932,3.36896365804265,0.9214010812573241
66,-2.9265759900926875,13.589589636959714,13.865070659349305,5.994918374150806
67,-1.8383003806278562,0.553926019301026,-1.036971797186334,3.879657737658212
68,-5.168606359709048,16.206346995202942,15.690281546248942,10.704783546769661
69,-3.2370760133050482,3.3276484418922436,2.5924781087682955,4.37556815293869
70,-0.8744900426202271,0.08768460444553271,-1.4798783950685597,-0.02043265754847319
71,-2.3612840021272357,0.2537755469119076,-1.9749800088440348,3.2048251253808657
72,13.625970463585126,-1.018275346256065,1.971892223769309,-1.295605030978158
73,1.8692273394257433,-3.2073553500531276,-1.6850464881973992,1.8033870194282535
74,-2.441946492684947,-0.5272530611624185,-3.818671558647965,9.506986659241857
75,-1.5507222694339875,2.5138459992441775,-2.4314871540603327,-2.367816117432692
76,-0.11403861982524534,3.5032460458119288,-0.6908155828639743,-2.419452879973843
77,-1.9986125261815382,-2.8546018682517573,-3.5525021566908324,2.7040351953574606
78,10.005890567508262,-4.159022867961047,1.0207220185745982,1.3559011205215221
79,3.0300787019799555,-0.8562959467957737,-0.24930048009120898,1.2119520500920626
80,0.3042656901313897,0.7011374204794267,-1.3453372326846649,-1.6607503744416436
81,6.060875712605581,0.8635163822043908,-0.019200255248786234,-3.47441814260095
82,-1.950989560964105,0.9806636072262477,-2.7951539808002153,-3.812205705959228
83,-1.4498869827434842,2.8515020076387327,-2.338509737097004,-3.85264068527396
84,-0.2196807708150435,3.8729855957087373,-2.0350951607746164,-4.759484809840088
85,-2.2523449088480496,0.8758570777374708,-2.3551711881331303,0.49898789143540706
86,-9.722006049912784,-14.610322865326443,22.52488704576231,-3.8913825625737384
87,-1.9721844765036844,-1.2946186774492272,-3.1728411434708765,6.864981510438747
88,0.8402388151271836,6.370191733260893,-1.5318339684374072,-6.05042059212189
89,-0.8284229508514189,-0.07460527677900407,-1.4363554897346587,3.534409841890689
90,-2.3145092422338958,0.2587993931477579,-2.2270942696324085,2.572795546454033
91,-1.9039194921723486,-2.9796197467785825,0.6522607973774428,5.921570830154175
92,-2.169745378514155,-2.806644826466989,-4.316083325138614,2.421661620885963
93,-3.6947093907124624,-0.23988092182470816,-2.7868238886108463,4.103275989649106
94,0.18782887334347553,0.29237856377572047,-3.928829398811745,-3.770146107090637
95,-0.7475719091369681,-1.9912428040304233,-2.4112901731827785,0.37218122965442557
96,-2.2240800850773716,3.1463382099689006,-0.27955893319804626,0.04419129158345744
97,-2.4204109905567366,-3.7643236873686754,0.08190561718530133,0.6233906290677947
98,5.542004412287783,-2.179733324248529,-1.7415549606187781,-0.9987270617695828
99,-1.0297252533111285,-1.4849551186999772,-4.098677428768871,-0.8630835562549185
100,-0.9441083820806285,-0.667992801316098,-3.8259340464941847,-2.0983239483358638
101,-0.34230723141768743,-1.323308858502675,-2.4970985282912053,-0.4834727502124791
102,-0.001671892323016182,3.925834234034554,-0.16912690511337244,-2.9916961500328987
103,7.258033226473077,-6.602832728822005,1.2317153971353105,4.4279748436140824
104,-0.7852337784597005,4.455835922207913,-2.547822616938183,-5.86416510287498
105,-3.625039229694856,-2.241240679465504,2.514446289852319,-1.630975500700159
106,-4.011134527446088,-1.0533734077319954,-1.095963499836276,4.120764820931946
107,-2.0718566918021812,-0.31845740916409176,-2.861215471019046,1.3701396435114843
108,-0.6169046725278813,2.338671333784409,-1.7147443126109516,-2.5767404459882672
109,-1.4259980909457644,-0.8692138189033808,-2.17411815828658,2.4857688766936894
110,-1.2949773346108318,-0.14141023130656516,-1.8212713578011588,1.152636214920973
111,-2.897161691667358,-1.3327792597574688,-0.4869204473364374,2.0590243408405007
112,-1.4392345768773018,0.5677183163224607,-1.4160784086339442,-0.14163912003630635
113,-1.1672019741470578,1.3167626272101387,-0.6932163808908438,-1.9188317127506864
114,10.087982164695015,-3.738342013201171,1.2532526979909586,0.5428299537144917
115,11.188731365283738,-4.004752231546279,1.5300930709496223,0.7035899833986637
116,-0.12225077494642424,3.887408883238911,1.5748971938650047,0.948705804351593
117,10.55521881213452,-0.6431239071475382,1.727920804171421,-0.13827507031579575
118,-0.15059728056796418,6.839397033136466,0.8695305114517716,-4.949726596357695
119,1.2669070393742832,4.26091876285847,0.22675114076790012,-4.2181554072860195
120,-0.3713126423542173,-1.8527296881375976,-1.7658622782024798,0.23604835710649946
121,-2.489834395705189,3.1700924769093386,1.6135978018289734,5.284526522872372
122,-3.240136656010747,-0.6855580470563596,2.2491652464637797,3.7065046299981783
123,-2.935903373576296,-2.712615029036927,2.998608727080835,-1.6148972491741855
124,8.588630644563876,-3.631287583767574,0.21529406051716563,1.084991753748792
125,6.178574173216332,-0.9833899810365286,1.3352793293919551,-4.358483622270073
126,-1.7670370035422551,-2.0366255732734526,-1.9234047312361582,-1.1668940023378338
127,-2.915377207924968,-2.922252454655188,1.8030882778231698,-3.6843118213492536
128,-2.8533636104718307,0.7833899796798655,-4.207623623327393,8.709790922993738
129,-5.383005155781628,-7.927670926503936,4.9796618788067715,-4.185781818554429
130,-4.311375017422585,-5.056635264320213,4.307699827164822,-2.814473444715823
131,-3.714020866427221,-5.378120560931691,3.541721134306408,-3.0044439248775996
132,-3.4229100448303855,-5.115167961031552,3.2206707003862967,-3.2102901397640635
133,12.486542162075928,-2.810553382044326,1.3863725415445454,1.5667132567950575
134,-1.5938120655042651,7.678917420917605,5.591293429007288,3.540471172531221
135,-3.407765431431271,-6.868612747593494,4.967150047399239,-3.6783300370177363
136,-4.242198684054763,-6.2755882367289875,3.965640123888127,-3.3282480129831087
137,-4.753007376005087,-7.08592597762454,4.760011172741662,-4.139671810356
138,2.8378673278109887,2.905414802402695,0.7747858946699279,-0.0036097254575955143
139,-5.06954900824371,-7.588318018779547,5.673785971824025,-4.604340475220701
140,-4.252634180082557,-6.513236429546865,3.8800375477439233,-3.6057119049204194
141,-4.838094328071431,-6.785840455583417,4.660820662877511,-4.629826607646432
142,4.414740944615558,1.797533940341435,0.3944511791432593,-2.3981635552517253
143,2.5134954344080462,-1.3438084680305575,2.1804041141013957,3.1990265659822614
144,15.647865936098556,-2.7119782826428716,2.54174839328778,0.6197182276965362
145,-1.930171511391985,-3.078015263308416,0.2839526903854551,-0.40999020036308564
146,-0.8492089815933206,-1.4416806362207684,-0.7932074375744645,2.438459250611831
147,-1.668817258524401,-1.141691521007921,-1.1686216140280021,2.109342994813342
148,-0.9869880602219879,3.3284284355352995,1.4699737721675104,1.9442117795310385
149,0.7415848712578949,3.3200499796385667,-0.5768693642568046,-2.6796810983160975
